"Sample","PLAUR","P2RX7","ICAM1","HIF1A","MMP9","OLFM4","GATA3","CCL2","CALCA","IFNG","MAPK14","IL1R2","MMP8","ARG1","CCR2","TNFSF10","TREM1","IL1B","CCR7","LBP","CCL25","CRP","IL6","IL10","TLR4","TLR2","LCN2","NOTCH1","FCGR1A","VCAM1","NLRP3","S100A12","PTX3","CX3CR1","CXCL10","CXCL8","ITGAM","CD14","BCL2","IFNB1","C3AR1","CCL19","MYD88","SOCS3","IFNA2","PDCD1","HMGB1","C5AR1","ELANE","IFNA1","HLA-DRA","CD177","TNF","Label"
"R125",8.69696752623429,5.85798099512758,6.35755200461807,10.5651020783603,7.65105169117894,5.75488750216346,4.32192809488737,0,-145.245795775594,4.32192809488737,11.333714426094,8.68299458368168,5.52356195605699,6.95419631038689,10.5196362528432,10.7523806465529,9.33762190199249,8.61102479730735,8.37068740680721,-145.245795775594,-145.245795775594,-145.245795775594,0,2.32192809488737,11.8233672400462,11.3054917921107,5.58496250072116,9.49385544924081,8,2.80735492205758,8.84235034341378,9.84235034341378,4.32192809488737,9.48582930870191,3,7.52356195605699,9.35535109642481,11.6960981709559,8.99717948093763,-145.245795775594,6.94251450533923,-145.245795775594,8.49185309632966,7.94836723158468,-145.245795775594,3.9068905956085,11.0389189892923,7.9068905956085,3.4594316186373,-145.245795775594,11.1414685553931,3,3.32192809488737,"Sepsis+"
"R128",9.09803208296054,6.24792751344359,7.22881869049587,10.6384359139905,10.6017707884077,6.33985000288462,2.32192809488737,-145.245438397826,-145.245438397826,1.58496250072113,11.2064039139738,9.73978060977328,6.56985560833093,7.10852445677818,10.0056245491939,10.567005370247,9.83289001416475,7.47573343096639,5.42626475470209,-145.245438397826,-145.245438397826,-145.245438397826,-145.245438397826,1,12.0213270326244,11.2900188469326,6.55458885167764,11.3564519702217,7.876516946565,-145.245438397826,8,10.1823943534045,3.7004397181411,7.77478705960118,1,8.73809225962049,10.9016211583461,11.1000052244227,7.20945336562895,-145.245438397826,7.1395513523988,-145.245438397826,9.27379559921425,7.98868468677216,-145.245438397826,2.80735492205758,10.380461065089,10.237209960755,3.4594316186373,-145.245438397826,10.1586096882145,4.64385618977474,2.80735492205758,"Sepsis+"
"R129",8.14974711950467,6.02236781302844,6.87036471958339,9.75154405908907,8.72792045456319,5.88264304936183,3.16992500144229,-145.244632769865,-145.244632769865,3.9068905956085,10.6211361132746,8.7004397181411,4.9068905956085,7.26678654069491,9.46556640480938,10.3286749273279,9.5352753766208,8.82972273508605,6.44294349584871,-145.244632769865,-145.244632769865,-145.244632769865,-145.244632769865,1,11.0161118382205,11.1560830762887,5.6147098441152,10.3106127816595,7.62205181945637,0,7.48381577726425,9.16741814583173,2.58496250072116,8.19475685442222,2.58496250072116,10.0334230015374,9.83289001416475,10.286557761608,8.46352437327118,-145.244632769865,6.64385618977471,-145.244632769865,8.7515440590891,8.15987133677839,-145.244632769865,3.16992500144229,10.1085244567782,9.39874369193819,2.32192809488737,-145.244632769865,10.1910592145316,1.58496250072113,4.9068905956085,"SIRS-"
"R130",9.04165915163722,5.04439411935846,7.31288295528435,10.9008668079807,8.83920378809694,0,4.08746284125033,-145.250585953864,-145.250585953864,4.24792751344359,11.5449644327892,9.6036263449862,3.7004397181411,7.73470962022583,9.37503943134692,11.2064039139738,10.6456584324087,9.21674585819531,8.04984854945056,0,-145.250585953864,-145.250585953864,1,1,11.9715435539508,11.4273128441349,6,11.4898479604393,7.91886323727459,-145.250585953864,7.9307373375629,10.4470832262097,3.7004397181411,8.38370429247405,2,9.02236781302844,10.2679570844028,10.9643408677924,9.25266543245024,-145.250585953864,6.04439411935843,-145.250585953864,9.3663222142458,8.83605035505806,-145.250585953864,3.32192809488737,10.9505558970475,10.5137275959524,2.32192809488737,-145.250585953864,10.9614496943982,3.7004397181411,4.39231742277877,"SIRS-"
"R131",8.51175265376736,6.47573343096639,6.79441586635011,10.5727002264873,8.79441586635011,4.9068905956085,3.32192809488737,-145.248649506416,-145.248649506416,2.32192809488737,11.0313565962557,9.2215871212648,5.83289001416475,7.46760555008299,9.51372759595242,10.7176764230664,9.71080643369936,8.51569983828404,7.17990909001495,-145.248649506416,-145.248649506416,-145.248649506416,-145.248649506416,1.58496250072113,11.9794251953315,11.6452080827747,5.64385618977471,10.6293566200796,7.29462074889162,-145.248649506416,7.76818432477691,9.25738784269265,4.08746284125033,8.14974711950467,2.32192809488737,7.76818432477691,9.85486838326023,11.0781508077346,9.1395513523988,-145.248649506416,6.6147098441152,-145.248649506416,8.83605035505806,7.84549005094436,-145.248649506416,2.58496250072116,10.3717766443379,9.49185309632966,3.99999999999997,-145.248649506416,10.5255208090951,0,3.16992500144229,"SIRS-"
"R132",8.75822321472671,7,7.33091687811461,10.2877123795494,9.25974326369078,7.15987133677839,4.70043971814107,1,1.58496250072113,4.4594316186373,11.3837042924741,9.48984796043931,7.04439411935843,7.73470962022583,9.73131903102507,10.960725994839,9.86108690599539,8.70390357344465,5.58496250072116,1,-145.249344628725,-145.249344628725,-145.249344628725,0,11.7321674256634,12.1620765703743,6.88264304936183,11.3281138948336,8.48784003382306,-145.249344628725,8.33091687811461,8.53138146051631,3.9068905956085,9.13442632022094,3.16992500144229,7.92481250360578,10.5274770060604,10.2784494582205,8.6147098441152,-145.249344628725,7.37503943134692,-145.249344628725,9.54109661534952,8.14465824283187,-145.249344628725,3.16992500144229,10.2714630279044,10.1085244567782,3.80735492205758,-145.249344628725,10.6891244049133,5.39231742277875,4.08746284125033,"SIRS-"
"R133",9.54109661534952,7.26678654069491,8.07681559705082,11.3815429511846,9.56033283421243,6.6582114827518,5.42626475470209,-145.253271902092,2,5.39231742277875,11.4978518369511,9.62021982550749,5.93073733756287,7.20945336562895,10.1045987535643,11.3230547603416,10.4797802640291,8.95419631038686,7.57742882803575,-145.253271902092,-145.253271902092,-145.253271902092,0,1.58496250072113,12.6277618524026,11.7854524681585,6.72792045456319,11.9693865213423,8.47573343096639,1,8.76487159073608,9.34207466799913,3,10.1085244567782,4.75488750216348,8.22400167419809,10.9549232920303,10.8856963733394,9.88874324889827,-145.253271902092,7.75488750216346,-145.253271902092,9.79279029430106,8.01122725542325,-145.253271902092,3.80735492205758,11.1221809012597,10.7142455176661,3.99999999999997,-145.253271902092,11.5137275959524,4.80735492205758,4.85798099512758,"SIRS-"
"R134",10.129283016945,6.18982455887999,7.49185309632966,11.65999589243,10.8610869059954,4.4594316186373,5.35755200461807,-145.252668712995,1.58496250072113,4.08746284125033,11.7952279660287,10.1433832139898,4.95419631038686,8.47573343096639,9.76983784362943,11.9943534368589,11.8021124185861,9.16992500144232,7.97154355395077,-145.252668712995,-145.252668712995,-145.252668712995,1,2.58496250072116,13.0021117764798,11.9797824307031,6.83289001416472,12.1254134704833,6.50779464019868,1.58496250072113,8.44294349584874,10.4040771362412,4.08746284125033,9.23840473932506,2.32192809488737,8.80735492205761,11.5299185281203,10.7557221536423,9.49385544924081,-145.252668712995,7.39231742277875,-145.252668712995,10.0940776856719,7.21916852046215,-145.252668712995,3.58496250072116,11.5449644327892,11.8309112797428,3.9068905956085,-145.252668712995,10.65999589243,5.88264304936183,4.85798099512758,"SIRS-"
"R135",9.21431912080075,6.59991284218714,7.22881869049587,10.7573900093666,9.66533591718516,6.98868468677216,3.7004397181411,-145.248323636386,-145.248323636386,3.58496250072116,11.5788443915582,9.71767642306639,7.62935662007962,8.82972273508605,10.6320864128352,11.2197735508929,10.1861142395416,8.13442632022094,7.83289001416472,-145.248323636386,-145.248323636386,-145.248323636386,1,3,12.1459321458205,11.8883627411706,7.40087943628217,10.5961897561444,7.97727992349991,0,8.65463602852796,10.0593444608244,4.64385618977474,9.10590850857113,4.58496250072116,9.99859042974532,10.4283601727043,11.5048189876328,9.01680828768656,-145.248323636386,6.04439411935843,-145.248323636386,9.42206476617281,7.63662462054364,-145.248323636386,-145.248323636386,11.1331422124006,9.89330153086055,4.70043971814107,0,11.1767964781476,3.99999999999997,4.85798099512758,"SIRS-"
"R138",8.71424551766611,6,6.93073733756287,10.4283601727043,9.6147098441152,2.58496250072116,4.24792751344359,-145.249026455808,-145.249026455808,3,11.5343028824546,9.34429590791581,4.75488750216348,7.71424551766611,9.83447104998422,10.9908130791536,10.2819300269554,8.25738784269265,7.67242534197149,-145.249026455808,-145.249026455808,-145.249026455808,1,1,12.3660489506706,11.5708044377245,5.78135971352464,10.9181178510318,8.10852445677816,0,8.33539035469391,10.0320457269308,3.80735492205758,8.08746284125033,2.80735492205758,8.00562454919387,10.3858624006415,10.8657332708518,9.17242750864548,-145.249026455808,7.40087943628217,-145.249026455808,9.35755200461807,8.27146302790436,-145.249026455808,1.58496250072113,10.5255208090951,10.0292872269683,0,-145.249026455808,10.7879025593914,7.18982455888002,3.4594316186373,"SIRS-"
"R139",9.77807712953535,6.64385618977471,7.34872815423108,11.0126245388651,9.1006623390052,5.93073733756287,3.7004397181411,-145.245781673653,1,4.16992500144229,11.2761244052742,9.27146302790436,6.93073733756287,8.38801728534514,10.2609195336629,11.3837042924741,10.5333297323058,9.15987133677839,7.83289001416472,-145.245781673653,-145.245781673653,-145.245781673653,0,-145.245781673653,12.0327345285867,11.4330637651221,7.69348695749932,10.6501542136751,7.46760555008299,1.58496250072113,8.07146236255662,9.82654848729089,4.4594316186373,8.45121111183232,4.85798099512758,9.11374216604918,9.89633240390995,11.025831668332,9.24079133216196,0,7.53915881110802,-145.245781673653,9.31288295528435,6.95419631038689,-145.245781673653,2.58496250072116,11.4439795426013,10.0861362250273,5.16992500144229,-145.245781673653,11.5693809595223,4.4594316186373,3.99999999999997,"SIRS-"
"R141",9.57931593758002,6.42626475470209,7.38370429247405,11.1736771363034,8.73131903102504,6.96578428466208,5.16992500144229,-145.251105712115,-145.251105712115,3.99999999999997,11.7850437147797,9.75321674917893,7.6582114827518,7.91288933622997,10.2033480029797,11.6096404744368,10.3553510964248,9.20701432017754,8.73809225962049,-145.251105712115,-145.251105712115,-145.251105712115,1.58496250072113,2,12.0420013062791,11.9373738201921,7.39231742277875,11.0182001788132,9.48381577726425,3.16992500144229,8.32192809488737,10.6247954558602,3.9068905956085,9.4008794362822,3.32192809488737,8.62570884306447,10.1111356702347,11.357002092265,9.49185309632966,-145.251105712115,7.88264304936183,-145.251105712115,9.43254190038826,8.04439411935846,-145.251105712115,3.58496250072116,11.382083590142,10.0980320829605,5.08746284125033,-145.251105712115,11.7253662578956,6.91886323727459,3.4594316186373,"SIRS-"
"R142",9.37503943134692,7.40087943628217,6.87036471958339,11.3003525603282,13.2976327891425,5,3.99999999999997,-145.251113552748,-145.251113552748,4.80735492205758,13.331196877153,12.4619909505856,10.0430272835945,11.782588759495,11.9080172610628,11.3297963382207,10.2395985292491,8.59245703726808,6.72792045456319,-145.251113552748,-145.251113552748,-145.251113552748,1,4.75488750216348,12.8912141059058,12.6167785540001,6.53915881110802,11.4346282276367,9.39016895620017,2.58496250072116,9.54882190845873,13.1329816185294,4.85798099512758,9.10852445677816,0,5.32192809488734,12.5727002264873,12.0206327616577,8.51569983828404,-145.251113552748,9.29232163280204,-145.251113552748,10.4314976042581,10.4848228942622,-145.251113552748,3.7004397181411,11.2900188469326,10.5603328342124,3,-145.251113552748,11.179287104646,13.7478782742259,5.16992500144229,"Sepsis+"
"R147",8.59991284218711,5.83289001416475,5.85798099512758,10.1996723448364,6.50779464019868,2,3.99999999999997,0,-145.236794685007,0,10.5478585060584,8.43045255166552,3,7.53915881110802,10.2749604721406,10.3219280948874,8.84549005094436,7.98868468677216,7.97154355395077,-145.236794685007,-145.236794685007,-145.236794685007,-145.236794685007,1,10.9758479680068,10.5206186805563,5.72792045456319,8.77148946950061,6.6147098441152,2.58496250072116,8.47167521439204,9.34651373316564,3.58496250072116,8.31741261376484,2.58496250072116,8.09803208296051,8.73470962022583,11.2544381482672,8.63299519714295,-145.236794685007,6.42626475470209,-145.236794685007,7.92481250360578,7.74819284958946,-145.236794685007,2,10.8540891798706,7.81378119121703,2.80735492205758,-145.236794685007,11.3525952311343,4.70043971814107,3.32192809488737,"Sepsis+"
"R148",9.88417051910844,6.47573343096639,8.14465824283187,10.5439984501345,11.6160893135821,3.9068905956085,3.4594316186373,-145.24696250732,0,4.70043971814107,11.6406968375701,9.81217730551444,5,8.89481776330794,10.1836353814732,11.3459595964041,9.36850646150771,8.91886323727459,7.70735913208088,-145.24696250732,0,-145.24696250732,-145.24696250732,-145.24696250732,11.6768386064741,11.6559778624869,6.95419631038689,11.471675214392,9.2336196767597,3,8.10852445677816,10.8734441125154,4.24792751344359,9.20701432017754,2.32192809488737,8.34429590791581,10.8603110549195,12.0596824472476,8.09275714091984,-145.24696250732,6.79441586635011,-145.24696250732,9.6183855022586,8.19475685442222,-145.24696250732,3.7004397181411,10.9701058906122,10.6073303137496,3.4594316186373,-145.24696250732,10.7731392067197,6.18982455887999,4.4594316186373,"Sepsis+"
"R15",10.0861362250273,6,6.90689059560853,11.3309168781146,10.0821490413539,6.53915881110802,2.32192809488737,0,-145.246207186192,3.32192809488737,12.6318591272828,11.0195907283579,6.56985560833093,10.6653359171852,10.7262181593322,12.2880008897076,10.8049376720519,9.34429590791581,7.06608919045777,-145.246207186192,-145.246207186192,-145.246207186192,-145.246207186192,2,13.0152408033327,12.7045521214623,6.67242534197149,10.3685064615077,9.03066713624693,0,8.88874324889824,11.3525952311343,3.9068905956085,8.5352753766208,4.16992500144229,7.54689445988762,10.6402449362224,12.0887882387169,8.47978026402907,-145.246207186192,7.88874324889824,-145.246207186192,9.97584796800678,8.86727873970966,-145.246207186192,1.58496250072113,11.3624918060461,9.46147944728617,4.75488750216348,-145.246207186192,11.4146852358072,9.44086916761086,4.24792751344359,"Sepsis+"
"R150",9.63299519714295,7.23840473932506,7.20945336562895,10.7481928495895,10.7498694273968,6.44294349584871,4.08746284125033,2.58496250072116,0,2.32192809488737,12.0406322005622,10.3353903546939,7.33985000288462,8.65463602852796,10.6917435191713,11.0028150156071,10.4706588740605,8.39231742277875,7.83289001416472,-145.251186524296,-145.251186524296,-145.251186524296,1.58496250072113,2,11.8049376720519,12.1019756709492,6.67242534197149,11.7960396088298,7.3663222142458,1,8.94251450533923,10.6320864128352,4.9068905956085,8.82336724004622,1.58496250072113,8.49185309632966,11.5449644327892,11.6320864128352,9.15228484230659,-145.251186524296,7.19967234483636,-145.251186524296,9.97871045910634,8.20945336562895,-145.251186524296,2.32192809488737,10.7456743240021,10.6366246205436,4.24792751344359,-145.251186524296,11.3032099489448,4.95419631038686,4.52356195605702,"Sepsis+"
"R151",8.06608919045777,4.70043971814107,5.55458885167764,9.14974711950467,7.84549005094436,5.67242534197149,1,-145.232552942283,-145.232552942283,4.58496250072116,10.3619437737352,7.56224242422107,5.95419631038686,7.39231742277875,8.72792045456319,9.64024493622233,8.48381577726425,6.58496250072116,4.80735492205758,-145.232552942283,-145.232552942283,-145.232552942283,-145.232552942283,0,10.1228279948077,9.71424551766611,5.75488750216346,8.58871463558228,7.18982455888002,1.58496250072113,6.84549005094436,8.6582114827518,3.16992500144229,7.97727992349991,0,7.19967234483636,7.90086680798075,10.286557761608,6.76818432477691,-145.232552942283,5.93073733756287,-145.232552942283,7.52356195605699,6.59991284218714,-145.232552942283,1,9.42836017270429,7.26678654069491,4.24792751344359,-145.232552942283,10.0794847838268,4.39231742277877,1.58496250072113,"Sepsis+"
"R153",8.7515440590891,5.90689059560853,6.71424551766611,9.92629599478113,7.59245703726808,3.58496250072116,3,-145.242510622854,0,4.24792751344359,10.3253054550897,8.84549005094436,3.80735492205758,7.22881869049587,9.29232163280204,10.1786648510065,9.50581155391959,7.46760555008299,7.95419631038686,-145.242510622854,-145.242510622854,-145.242510622854,0,-145.242510622854,10.8680508537452,10.6492561775173,6.50779464019868,10.2094533656289,7.08746284125033,2,7.67242534197149,8.29920801838728,3.32192809488737,7.91288933622997,2.80735492205758,8.68999797141944,9.49585502688717,10.6934869574993,7.96000193206808,-145.242510622854,5.95419631038686,-145.242510622854,8.41362792902416,7.06608919045777,-145.242510622854,1,10.3717766443379,9.42626475470209,1.58496250072113,-145.242510622854,10.9001120629774,1,3.16992500144229,"SIRS-"
"R155",8.72792045456319,6.4594316186373,6.87036471958339,9.81217730551444,8.15481810905209,5.52356195605699,3.4594316186373,-145.240083508232,-145.240083508232,4.64385618977474,10.4625022725972,8.18982455888002,5.35755200461807,6.79441586635011,9.35974956032234,10.5459297690855,8.99717948093763,7.78135971352467,6.76818432477691,0,-145.240083508232,-145.240083508232,-145.240083508232,1,10.4512111118323,10.4093909361377,6.32192809488734,9.71938882094207,8.55842071326865,4.85798099512758,7.6147098441152,8.95128471496696,3.58496250072116,8.52747700606039,3.58496250072116,6.97727992349991,9.03342300153744,10.1873520732005,7.49984588708321,-145.240083508232,6.35755200461807,-145.240083508232,8.41362792902416,6.4093909361377,-145.240083508232,2,10.5323559252888,8.65463602852796,4.39231742277877,-145.240083508232,11.0168082876866,2,4.08746284125033,"SIRS-"
"R156",9.11374216604918,7.02236781302844,7.42626475470209,10.4858293087019,9.67595703294174,7.03342300153744,3.7004397181411,0,-145.246284785279,5.49185309632966,11.3739526553702,8.84862294042932,7.28540221886223,7.98868468677216,9.95274124718648,11.1699250014423,9.90538700501813,8.52356195605699,6.22881869049587,-145.246284785279,-145.246284785279,-145.246284785279,-145.246284785279,-145.246284785279,11.8161836814323,11.1446582428319,7.02236781302844,10.6229669447905,9.20701432017754,4.58496250072116,7.91288933622997,10.1836353814732,3.80735492205758,9.02236781302844,3.99999999999997,7.9068905956085,10.2348174311173,11.0721326041672,8.14974711950467,-145.246284785279,6.16992500144229,-145.246284785279,8.84235034341378,7.67242534197149,-145.246284785279,2,10.87574935142,9.66533591718516,5.39231742277875,-145.246284785279,11.3955341354623,6.42626475470209,4.39231742277877,"SIRS-"
"R157",9.80413102118331,5.75488750216346,7.7004397181411,10.7304701371842,9.83605035505806,4.64385618977474,3,-145.240867235951,-145.240867235951,3.4594316186373,11.7469341363723,9.2045711442492,5.35755200461807,7.96578428466208,9.47573343096639,11.4711671337244,10.3890935219045,8.62205181945637,6.1497471195047,-145.240867235951,-145.240867235951,-145.240867235951,1.58496250072113,0,11.9181178510318,10.8993569229231,6.67242534197149,10.7287708495427,9.73131903102507,1,7.32192809488734,9.94836723158468,2.80735492205758,7.97727992349991,3.16992500144229,8.12412131182919,10.5058115539196,10.8564255286255,7.35755200461807,0,7.38370429247405,-145.240867235951,9.55650605467193,7.28540221886223,-145.240867235951,1.58496250072113,10.6969675262343,10.2538474849874,4.32192809488737,-145.240867235951,10.963618617444,3.4594316186373,3,"SIRS-"
"R158",9.57742882803572,8.29001884693261,8.58871463558228,10.9425145053392,9.49984588708318,4.32192809488737,5.04439411935846,-145.252752701847,-145.252752701847,4.64385618977474,12.0396045179538,9.70217268536555,4.52356195605702,7.04439411935843,10.4083297407674,11.01471792986,10.6697708885255,9.24079133216196,7.71424551766611,-145.252752701847,-145.252752701847,-145.252752701847,1.58496250072113,2.58496250072116,12.2755425560867,12.3012103712984,4.9068905956085,12.2659080092311,8.43462822763672,1.58496250072113,9.283088353024,9.07146236255662,3.9068905956085,10.4696418172395,3.32192809488737,8.64385618977471,11.7069276396174,11.6483575820097,9.38586240064146,-145.252752701847,8.11374216604918,-145.252752701847,10.2021238238304,9.2969162068793,-145.252752701847,3,10.791162888555,10.8501868376458,2.32192809488737,-145.252752701847,12.01471792986,6.16992500144229,4.85798099512758,"SIRS-"
"R159",8.82017896241518,6.84549005094436,6.89481776330794,9.69174351917127,8.09275714091984,4.75488750216348,4.58496250072116,-145.250273327756,1,5.52356195605699,10.6456584324087,8.54689445988762,5.42626475470209,6.79441586635011,9.57175264350354,9.89026427702112,9.19229281447076,7.45121111183232,7.55458885167764,-145.250273327756,-145.250273327756,-145.250273327756,2.58496250072116,2,10.8399910705399,10.6724253419715,5.90689059560853,10.5430318202552,6.94251450533923,3.7004397181411,7.77478705960118,9.07681559705082,4.4594316186373,9.29232163280204,3,7.0552824355012,9.16239132875691,10.677719641641,9.66177809777199,0,5.70043971814107,-145.250273327756,8.56224242422107,6.42626475470209,-145.250273327756,4.08746284125033,10.9592775057205,8.85486838326025,2,-145.250273327756,11.1947568544223,5.12928301694495,3.4594316186373,"SIRS-"
"R16",8.86108690599539,6.62935662007962,7.74146698640115,10.4655664048094,8.26678654069488,5.12928301694495,4.08746284125033,-145.248687551738,0,5.72792045456319,11.4506957715729,9.17492568250066,5.49185309632966,6.82017896241518,10.1433832139898,11.1208858427878,10.286557761608,9.11113567023472,6.74146698640115,-145.248687551738,-145.248687551738,-145.248687551738,-145.248687551738,3,12.1916761463524,11.7657004876511,6.4093909361377,10.7125270004398,8.98584193700333,3.99999999999997,7.99435343685886,9.33315535031062,3.80735492205758,10.1686721181322,4.32192809488737,7.97154355395077,10.5137275959524,10.729620743553,8.12928301694495,-145.248687551738,6.58496250072116,-145.248687551738,9.48179943166576,9.25502856981871,-145.248687551738,3.9068905956085,10.8872206154684,9.88874324889827,2.32192809488737,-145.248687551738,11.5435152161521,3.7004397181411,3.32192809488737,"Sepsis+"
"R160",8.16992500144232,6.16992500144229,6.56985560833093,9.68299458368168,8.15481810905209,0,3.58496250072116,0,-145.24426989848,3.32192809488737,10.4325419003883,7.86418614465427,3.32192809488737,7.3037807481771,8.82972273508605,10.0660891904578,8.2807707701306,7.47573343096639,6.85798099512758,-145.24426989848,-145.24426989848,-145.24426989848,-145.24426989848,0,10.7064960180612,10.5107641679179,4.80735492205758,10.3597495603223,7.49185309632966,-145.24426989848,7.55458885167764,8.45532722030455,2.32192809488737,8.95710204156228,1,6.6582114827518,9.64385618977471,10.4146852358072,7.97154355395077,-145.24426989848,6.83289001416472,-145.24426989848,8.71767642306639,6.62935662007962,-145.24426989848,1,10.0168082876866,9.14210705730255,3,-145.24426989848,10.8626373575588,0,2.80735492205758,"SIRS-"
"R162",10.4356702609365,6.88264304936183,8.42206476617281,11.7710767402628,12.3409627642517,4.24792751344359,3.4594316186373,-145.247510360586,-145.247510360586,3.32192809488737,12.678820179524,10.9158793788358,4.64385618977474,8.76155123244448,10.8336807486547,11.6759570329417,10.8572034715082,9.82972273508605,5.95419631038686,-145.247510360586,-145.247510360586,-145.247510360586,0,2,12.5565060546719,12.5866052606036,5.78135971352464,11.8237652797897,9.61102479730735,0,9.37937836707124,11.5240519187178,4.52356195605702,9.19967234483636,3,8.6073303137496,12.030322282644,12.3134499409631,7.32192809488734,-145.247510360586,7.50779464019868,-145.247510360586,10.4220647661728,9.403012023575,-145.247510360586,2.32192809488737,10.7648715907361,11.4083297407674,1.58496250072113,-145.247510360586,11.3652288492515,8.62935662007959,4.24792751344359,"SIRS-"
"R163",9.0552824355012,7.35755200461807,7.3663222142458,10.72451385312,8.90388184573618,3.99999999999997,3.58496250072116,-145.247815238642,-145.247815238642,3.99999999999997,11.4146852358072,8.96866679319521,4.85798099512758,7.4594316186373,9.97297978606628,11.1497471195047,9.9454438363779,8.24792751344359,7.02236781302844,-145.247815238642,0,-145.247815238642,-145.247815238642,0,11.61194694182,11.1019756709492,6.84549005094436,11.0907740546407,8.51569983828404,-145.247815238642,8.22881869049587,9.28540221886223,3.32192809488737,9.32192809488737,3.9068905956085,6.26678654069491,10.7862696276485,10.8454900509444,8.6147098441152,-145.247815238642,6.89481776330794,-145.247815238642,9.25029841790632,8.62570884306447,-145.247815238642,3,10.4532706340106,9.72621815933218,2.80735492205758,-145.247815238642,11.4537850554962,4.08746284125033,3.4594316186373,"SIRS-"
"R167",9.38154295118457,6.1497471195047,6.95419631038689,10.8925428166486,8.03891898929228,5,2.32192809488737,0,-145.243193409929,4.24792751344359,11.4465664090661,9.09011241966428,7.37503943134692,7.80735492205761,10.1189410727235,11.0244471240406,9.64925617751732,8.70735913208088,8.32192809488737,-145.243193409929,-145.243193409929,-145.243193409929,-145.243193409929,1,11.714674827308,11.2969162068793,6.62935662007962,9.78790255939143,8.58496250072113,-145.243193409929,8.34429590791581,10.2656150464844,4.9068905956085,9.35093918154644,3,7.53138146051631,9.63117705570397,11.1661630826461,9.27844945822048,-145.243193409929,6.67242534197149,-145.243193409929,8.81057163474114,8.48784003382306,-145.243193409929,1,11.0341111460966,8.73809225962049,4.95419631038686,-145.243193409929,10.9196082386032,6.22881869049587,3.4594316186373,"Sepsis+"
"R168",9.11634396123748,5.78135971352464,7.74146698640115,10.103287808412,7.38370429247405,4.64385618977474,2.58496250072116,1.58496250072113,-145.240239386303,0,10.7648715907361,9.01680828768656,5.28540221886226,6.96578428466208,9.44914864537543,10.7623820387104,10.3014961949825,9.29920801838728,7.7210991887072,-145.240239386303,-145.240239386303,-145.240239386303,-145.240239386303,1,10.9758479680068,11.2726297849764,6.04439411935843,9.82017896241518,7.49984588708321,0,8.08746284125033,9.74315139411249,3.4594316186373,8.56224242422107,2.80735492205758,11.3066313617125,9.32418054661872,11.2871351860867,8.34872815423108,-145.240239386303,6.62935662007962,-145.240239386303,8.82972273508605,9.23840473932506,-145.240239386303,0,10.7490313820402,9.16490692667568,3.7004397181411,-145.240239386303,10.8486229404293,5.75488750216346,4.70043971814107,"Sepsis+"
"R17",8.85486838326025,6.1497471195047,7.53915881110802,10.2252074369435,9.56224242422107,5,3.80735492205758,-145.247814293832,0,4.08746284125033,11.4481163054095,8.95128471496696,5.80735492205761,7.95419631038686,9.59991284218711,11.0768155970508,10.2008986050384,8.56224242422107,6.95419631038689,-145.247814293832,-145.247814293832,-145.247814293832,-145.247814293832,2.32192809488737,11.8372337003391,11.2288186904959,6.20945336562895,10.8384160757973,9.18735207320049,0,7.53138146051631,10.0098286173681,3.9068905956085,8.95419631038686,3,8.26209484537017,10.3014961949825,10.3309168781146,8.22881869049587,-145.247814293832,5.75488750216346,0,9.59245703726808,8.38370429247405,-145.247814293832,2.32192809488737,10.6943578872215,10.1254134704833,3.7004397181411,-145.247814293832,10.6302671250268,2.80735492205758,3.9068905956085,"Sepsis+"
"R170",9.91587937883577,6.64385618977471,6.91886323727459,11.4721831161895,9.04984854945056,5.70043971814107,4.32192809488737,1,0,4.64385618977474,11.9128893362299,10.4491486453754,6.59991284218714,8.9454438363779,11.1774195379892,12.1373113907009,11.0867996856234,8.65105169117894,8.12412131182919,-145.245316283764,-145.245316283764,1,1,2,12.3971398062356,12.4724370000513,6.78135971352467,10.1598713367784,8.73131903102504,3.16992500144229,8.97154355395077,10.7927902943011,5.42626475470209,9.89784545600551,1.58496250072113,8.52356195605699,9.67242534197149,12.3171299263845,9.78135971352467,-145.245316283764,7.21916852046215,0,9.27379559921425,8.01122725542325,-145.245316283764,3,11.9487322398196,9.35974956032234,4.85798099512758,-145.245316283764,11.8281364841941,6.10852445677816,4.95419631038686,"Sepsis+"
"R171",8.39231742277875,5.95419631038686,6,9.73978060977328,7.1395513523988,5,2,-145.23766101844,-145.23766101844,3.4594316186373,10.2288186904959,8.58120058192495,4.9068905956085,8.24792751344359,10.0209799389042,10.2842457498297,8.92777796208233,7.54689445988762,6,-145.23766101844,-145.23766101844,-145.23766101844,-145.23766101844,-145.23766101844,11.2342186782385,11.0175044011094,6.3037807481771,8.63662462054364,7.14974711950467,-145.23766101844,8.0552824355012,8.84549005094436,3.80735492205758,8.76818432477691,3.58496250072116,8.0552824355012,9.14465824283189,10.5915223465707,8.44294349584874,-145.23766101844,5.95419631038686,-145.23766101844,8.07681559705082,7.24792751344359,-145.23766101844,2,10.6662240028032,7.27612440527423,1.58496250072113,-145.23766101844,10.6293566200796,2,2.58496250072116,"Sepsis+"
