"Sample","FCGR1A","CCR2","IL8","IL10","HIF1A","IFNB1","ITGAM","TREM1","IFNA1","HLA-DRA","C5AR1","PLAUR","LCN2","IFNA2","IL6","BCL2","CALCA","TLR4","ELA2","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","LBP","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","VCAM1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","IL1B","CCR2.2","CRP","SOCS3","CCL25.1","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2.1","TNFSF10","PTX3","PDCD1","CALCA.1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA-DRA.1","FCGR1A.1","IL8.1","IFNG","HMGB1.1","BCL2.2","IL1R2.2","CCR2.3","VCAM1.1","NLRP3","VCAM1.2","CALCA.2","BCL2.3","PLAUR.1","CCR2.4","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM2672587",111.6469,5.9234,300.925,9.2481,139.9424,-10.0732,3848.9343,43.8796,0.3093,1007.0725,3085.6875,169.7164,4408.1348,-0.6193,12.8298,-7.7694,-2.5603,694.1259,280.7392,154.3457,15.398,-2.2759,233.0116,728.8755,21772.3516,18.5026,3041.5901,257.1298,6.3909,1994.4622,4852.1084,136.1582,9635.7109,21571.4785,80.4422,272.9748,182.477,209.0155,-0.5061,7.7535,123.1083,11869.043,294.547,235.4566,886.4286,0.2681,6.0025,175.245,-10.2947,687.3364,336.9563,10.9003,5.5326,12899.4766,32.1762,1785.0865,2.8461,8.5956,1.4484,3.0968,2031.3853,320.3651,2284.2769,3025.4839,47.5585,1526.3268,861.7163,906.584,22.8829,23.0462,96.3087,5.5293,24.7242,1.5465,250.8483,2.2828,2.2765,-1.0369,680.2616,1.6059,327.0326,297.1357,15813.2793,-0.9444,219.9354,"Sepsis"
"GSM2672588",79.9333,2.503,39.3166,-3.1503,31.6284,11.2926,617.894,77.0272,1.7753,4909.3105,1072.8533,154.0019,1582.8029,7.3575,3.6833,2.2845,-5.1996,295.1174,480.8729,321.7017,16.3526,7.9248,87.1647,1484.4921,15176.0322,-10.6083,75.877,68.5848,10.2348,1597.9214,1968.5667,149.4409,793.7802,14643.9063,5.2926,31.9761,157.851,23.2578,3.2975,7.5778,231.8885,668.4,90.8807,31.8806,1281.4421,-6.4818,-3.0281,56.3352,-0.2915,51.8079,56.7232,5.7051,269.124,555.9868,131.6453,3455.6523,3.2632,1.2991,-2.0581,9.1588,192.6928,409.2299,1767.751,429.6736,3.7403,5054.9443,593.6436,100.0669,31.8832,52.7827,400.7396,0.1472,0.9533,-8.9761,106.9732,-1.2513,-4.5755,7.6769,572.379,-4.1968,65.5181,34.418,9860.5322,18.1551,185.8385,"Sepsis"
"GSM2672589",170.2281,-4.0808,35.6235,1.3945,27.6572,-5.3353,1725.8656,85.2402,-0.6763,6621.4771,1501.5789,218.4946,474.667,-6.2327,1.1265,-6.9116,-2.7724,457.3189,52.1416,308.9207,4.0782,5.3733,111.8566,2181.1211,16405.8809,6.1909,52.643,104.3739,-2.1892,2553.1418,6346.8555,119.1595,2998.9856,18607.1289,16.5926,67.3193,174.1777,41.1884,9.4419,8.9251,395.5816,1084.188,183.4166,108.221,1220.6943,0.813,1.8992,130.0739,-4.2148,165.9065,165.79,-3.6875,33.6341,5025.8032,85.0667,2409.5535,1.7727,3.9701,4.9277,7.8652,117.5228,406.0381,1070.9445,36.3758,23.7852,5587.3325,1354.2992,90.7106,36.9348,51.1822,289.9094,-3.9944,68.0743,4.5701,204.3952,-4.043,-6.3218,-2.1705,919.1815,8.5465,77.889,96.2181,20752.0918,25.7952,321.3864,"Sepsis"
"GSM2672590",62.7026,-1.9071,81.533,-1.3139,46.4205,-4.8176,1344.6262,85.084,-2.1005,5971.1611,1449.7968,154.568,5281.3174,-3.5754,6.1015,-2.2305,-0.2541,597.3016,1786.0782,183.1872,46.5294,-7.2462,85.3193,1845.8461,12899.5957,-3.4595,635.341,113.7505,-7.0339,2041.9512,3591.3826,187.1232,1130.3708,19259.4941,15.3522,51.4846,218.4573,76.9111,-6.9417,8.5735,669.904,871.9954,188.3773,8.6296,1875.1829,-4.0999,3.1748,92.587,-1.1489,168.0386,147.4806,20.1378,327.8144,4349.7231,139.0702,4057.6309,-0.6199,14.3395,1.4845,-4.7632,205.5977,503.6167,2130.4585,1063.156,24.5893,4683.8418,762.9258,226.0937,27.4079,33.3454,298.565,8.2621,84.0344,4.2144,182.8918,-2.6119,3.3295,2.0503,875.3702,-0.8012,104.5934,93.1757,14651.9902,6.1757,269.18,"Sepsis"
"GSM2672591",12.2682,-2.4516,3142.771,-1.4876,196.1186,3.4643,1983.4957,215.2893,0.6539,1604.9344,2520.9448,171.7142,9310.1387,2.4444,7.0985,-3.5098,-6.1737,601.7878,2224.6831,1154.9072,4.28,2.3302,176.542,1885.6772,15940.877,-0.6527,799.9534,206.6933,1.1238,1572.8723,3381.3601,34.5416,5008.5991,19772.3633,246.3045,285.3949,48.9509,479.3259,2.9912,10.6943,97.1581,8516.2031,181.2174,75.7948,4033.8618,1.8875,8.8472,364.0717,-0.6247,530.8259,245.8231,13.114,5.2926,9195.3564,78.0577,806.7906,8.3433,4.0437,3.2034,5.1928,1901.8994,411.4862,456.7715,5891.4458,82.0179,1642.848,119.026,6513.6108,77.3969,96.3951,383.2125,-0.776,8.0679,3.9801,1382.9207,2.6137,0.672,8.7998,798.1873,-12.4181,540.9819,159.9358,15253.7451,46.4726,240.6381,"Sepsis"
"GSM2672592",50.8191,-2.0382,322.0606,-2.8962,62.786,-4.2678,2831.8125,23.3456,-3.8471,966.9291,836.7651,142.4421,1979.7955,-7.9192,6.4397,-3.1476,0.8441,1051.5033,491.6983,72.0527,14.3233,-2.5588,135.0417,1489.6357,18286.0059,1.5598,263.3598,215.2775,3.3928,1385.3657,843.1696,25.819,5459.4248,25402.3047,-3.6273,138.7258,31.629,58.5803,-3.4912,5.5223,14.4745,6705.1865,180.6072,240.4415,3741.9973,3.0523,-2.2802,305.7619,-9.1092,344.4984,225.537,16.359,51.8059,14169.7695,36.0745,1050.1165,12.5477,2.769,1.3808,6.8332,433.5798,541.1295,193.2649,470.021,67.4641,1300.4147,1144.2274,1055.9873,142.5913,39.7393,134.6651,1.2398,-0.9345,23.2823,43.522,1.7012,1.4553,0.4146,749.6459,5.2302,129.9801,133.7493,5416.3521,11.3012,259.1329,"Sepsis"
"GSM2672593",8.8212,6.4471,2434.2754,8.3989,178.8669,-2.5618,1061.3179,75.5875,-3.7231,2159.0598,1662.193,255.1425,5554.1299,-1.4136,55.3217,-1.2218,8.9368,413.4237,1678.1925,338.3196,54.5917,14.5463,181.6952,446.9814,15708.792,-1.6278,1649.7427,196.7583,0.1368,1149.89,3993.1201,38.1498,4876.4795,20119.5293,84.0141,236.4215,82.0629,319.2032,-2.8521,15.9628,59.0093,8900.3174,96.6884,219.8148,534.7961,-1.2854,6.4261,78.7715,-0.5463,517.7599,219.621,11.223,3.5764,7931.7524,34.1515,421.3745,1.6772,-3.1669,4.8505,3.6795,2335.0396,449.9323,717.7827,1978.752,17.675,1606.0239,136.063,5965.5527,11.7767,54.6126,114.6253,24.4781,3.1386,10.2428,273.0197,6.4516,2.071,-1.9159,734.5222,3.9417,307.5436,124.9301,17968.3301,6.3764,232.4142,"Sepsis"
"GSM2672594",105.2389,1.8754,29.7329,-0.512,119.836,-2.4575,1573.4031,74.8623,3.2024,2587.104,1322.8844,165.0302,2365.0745,1.195,5.735,6.0823,-11.1037,395.3744,686.6009,304.8165,4.3766,-1.3859,167.8471,2056.3184,14905.0166,-1.3789,206.0077,176.3102,-2.6604,1650.9617,2590.4937,127.359,1303.6208,19240.0938,21.7301,139.1496,231.2193,198.8878,10.5016,1.3769,409.2024,2775.4707,349.5391,47.1407,1119.2451,-5.6612,-0.9051,71.4703,1.8301,44.5293,202.562,5.847,39.7178,3074.2026,112.0313,1935.2357,5.5085,2.7464,-2.4432,-6.2912,969.3575,1446.7662,1758.802,1267.9132,5.8984,3554.9805,658.6012,85.6185,36.0828,55.5235,248.4889,-0.91,34.8525,-3.0628,224.5906,-7.7677,0.9678,6.7518,528.4977,2.2819,173.999,143.3124,13099.5615,10.0642,258.5707,"Sepsis"
"GSM2672595",43.4409,1.1343,76.359,-1.7617,115.3078,-8.0068,1800.0051,5.1967,-3.2394,1373.9734,620.9462,117.5152,10499.0479,-1.3132,32.1726,2.5056,-0.2861,401.6163,503.1425,392.6101,207.8957,6.4149,106.0402,1324.3512,15426.9014,-2.511,4590.562,201.4277,3.0675,1412.4604,2237.4824,77.5526,5667.2183,15791.8496,270.1189,162.8692,159.1318,177.8881,1.7494,8.0131,514.292,9268.5459,314.3983,275.9344,533.5734,-0.082,-0.8054,144.3733,5.7213,208.0322,215.2241,1.6754,62.9135,22635.7734,145.5155,1710.7589,7.6818,6.014,0.3002,-0.8893,1870.3733,1353.3716,1029.7303,7169.728,35.2028,1359.4016,640.3442,225.5618,27.7092,31.3312,364.2697,22.1415,53.7073,20.878,192.5559,1.0499,0.8526,6.6952,265.4664,-2.083,269.1278,124.2574,10522.4375,15.8307,85.3562,"Sepsis"
"GSM2672596",121.2518,-6.8372,2511.449,-8.3027,180.9878,-4.1924,3233.9758,41.5297,-3.8083,1043.3359,865.1936,381.2874,6523.4751,-1.4079,3.9359,4.0723,-6.4864,641.4992,296.481,497.796,21.835,0.2306,334.6921,1830.3473,19291.4844,2.0568,4845.7393,334.4256,2.2154,1604.1532,2727.3828,30.5019,6924.3442,18565.3438,12.1621,386.9367,52.5879,295.834,-0.5092,16.0967,80.343,11001.0986,596.5551,167.786,1661.1281,-0.5591,0.2607,131.2397,-9.6124,188.6124,525.8403,7.9791,47.8403,13821.3154,29.1176,607.9006,8.1569,7.8273,3.9271,10.5401,1015.689,1375.3208,255.0316,761.6685,44.0199,1385.5083,782.4685,6268.1836,163.4667,47.1411,110.8735,33.0281,9.1899,3.2337,147.0804,2.2241,-0.3949,-1.0506,1143.8735,1.0034,292.2628,233.5406,12161.9297,7.6797,406.1262,"Sepsis"
"GSM2672597",107.7899,5.6635,3490.363,-2.9482,548.2276,-7.2915,3389.186,82.6755,0.0949,408.5542,717.2492,439.3081,17530.4414,1.8915,18.3415,1.1193,-0.6109,991.1173,114.6762,32.642,36.093,8.563,675.7137,940.5851,17556.7617,-2.7564,8304.9736,439.0839,-3.9016,2760.6831,4078.7603,13.6136,7326.0269,17416.7344,1420.0812,121.6788,34.759,898.4555,6.7789,13.9954,7.8893,9918.2285,906.0901,326.4143,8753.0068,-3.1655,1.9396,385.6175,2.5753,768.8969,440.3596,2.7188,401.116,21814.9551,6.4607,1388.4514,6.3948,-0.8029,6.5514,18.0194,1216.8779,788.1152,144.2057,13112.3838,62.8811,557.3462,570.6367,9241.0234,20.4708,70.3961,19.8486,6.421,-0.6946,6.4719,1548.041,0.82,-0.9376,0.4519,1215.3158,-3.4229,944.6713,267.5791,18107.2148,0.7346,482.0195,"Sepsis"
"GSM2672598",239.4935,2.6022,83.6105,-2.8891,134.0613,-7.6377,1947.0161,70.6568,-2.0201,1009.5821,1204.0944,258.2905,2765.166,-3.5284,8.4251,-8.7346,-6.9331,558.965,213.5557,113.5349,-16.6114,5.646,182.3282,1839.9464,19162.5215,-3.4831,671.4903,551.9636,-3.3608,2027.2734,2205.2861,69.0277,5245.6313,19172.0918,33.6339,417.2621,130.9413,251.3363,7.3093,27.5012,109.6647,11621.4629,806.363,462.8422,1289.8324,-3.7999,-9.7321,53.6231,2.2231,173.4296,749.6937,5.2299,235.1955,7332.896,13.8882,1866.8899,5.1079,-1.2079,11.2822,-1.7162,1397.9193,1189.8049,719.1676,1693.4933,25.6802,906.1403,1743.6426,163.8533,20.4984,63.8866,66.0681,15.6292,21.9237,2.9102,68.1786,-1.8347,-1.6165,4.0006,795.9358,-1.2947,301.0622,414.6512,10245.4053,4.4744,307.6501,"Sepsis"
"GSM2672599",50.2669,10.9477,9.2046,29.4762,156.2369,-6.6518,2301.1912,27.9179,-11.5246,932.9395,1135.2307,106.6184,8012.7832,0.2003,9.3105,5.2749,-10.473,558.1503,864.6525,297.628,0.6058,-6.7245,166.9085,1742.2805,18078.6152,1.0665,2739.7473,542.2147,3.7335,1457.6749,1631.6671,9.0512,6490.9893,20999.2617,157.2921,282.2151,76.7143,273.3013,8.0308,6.074,155.589,8670.5625,223.0574,790.6989,397.8544,-2.7608,-3.1856,81.0061,0.4094,120.2179,907.1043,10.7238,-5.497,28195.3301,69.1413,1334.9064,5.1045,-6.4758,2.1975,0.5052,3251.5547,1397.3181,364.8921,3855.4746,13.4535,1032.3159,450.9815,18.897,25.0614,74.9199,200.9047,26.6909,16.3032,-3.4115,154.1837,3.7471,-0.1104,8.8736,385.7113,0.8786,219.2259,355.7741,9577.4609,16.4064,151.7168,"Sepsis"
"GSM2672600",141.0667,-3.784,282.9182,0.6149,161.7985,-8.5604,2757.6472,89.2883,-6.7578,474.3532,1456.7062,244.5011,9753.7607,-7.5645,13.1496,-6.4933,4.0804,593.7089,104.1755,391.9848,-0.1105,5.7066,353.545,2761.9221,19820.3809,1.4293,2191.718,454.6624,5.5007,2532.0454,6117.1909,167.7409,4554.5371,19439.4453,230.4087,414.0255,247.7171,307.4214,5.4088,23.2056,31.4705,9226.7695,744.4521,553.0132,876.1948,4.1361,-3.0225,190.2598,5.2735,1346.7744,459.2072,1.0726,34.5723,12783.0986,64.1377,2028.6403,-2.368,3.347,7.2827,13.5145,1687.3068,1883.449,1581.4003,5950.2813,29.3444,445.5408,1417.6089,1378.8431,17.7438,7.7028,230.9698,24.432,1.5068,-3.1873,387.5688,1.4891,-0.651,3.9182,895.312,-6.1185,364.9019,269.222,22798.1152,6.7103,346.5199,"Sepsis"
"GSM2672601",114.6583,-0.6204,578.2102,-11.4095,170.9697,-7.5458,2908.4468,117.0457,-4.6036,1400.8042,1473.0232,115.1802,11790.8896,-6.6476,9.5184,3.3962,-11.1507,541.2381,116.02,181.6374,9.0434,13.1749,198.5391,2561.3276,19992.9336,-7.0709,3992.8491,595.3159,2.3856,1497.0392,3475.0764,68.4449,6342.1787,19973.6328,317.1582,312.1355,122.4425,192.2429,-5.6887,15.2225,128.3666,5092.2729,656.0897,629.0641,1356.989,-9.7881,4.152,77.0385,-2.1208,237.8941,771.6269,22.6332,12.0885,12701.4951,42.7691,1458.8562,16.5442,-2.5704,9.9739,1.5493,2291.2644,991.0863,584.7104,6668.415,23.2389,1455.873,1385.7323,1950.1652,6.796,43.5437,107.7322,12.814,16.5158,-6.2906,229.9788,5.1182,-0.0163,-1.3863,506.8499,-13.5042,380.6751,361.2152,15744.8418,14.9169,177.5634,"Sepsis"
